.HEADER
..NAMES
Time,V U1.U2
.DATA
2.03027e-08,1.1902
2.03124e-08,1.1928
2.03220e-08,1.1941
2.03317e-08,1.1941
2.03413e-08,1.1923
2.03509e-08,1.1889
2.03606e-08,1.1840
2.03702e-08,1.1779
2.03799e-08,1.1710
2.03895e-08,1.1636
2.03992e-08,1.1561
2.04088e-08,1.1486
2.04185e-08,1.1413
2.04281e-08,1.1344
2.04378e-08,1.1277
2.04474e-08,1.1214
2.04570e-08,1.1157
2.04667e-08,1.1107
2.04763e-08,1.1065
2.04860e-08,1.1035
2.04956e-08,1.1019
2.05053e-08,1.1018
2.05149e-08,1.1032
2.05246e-08,1.1064
2.05342e-08,1.1111
2.05438e-08,1.1174
2.05535e-08,1.1249
2.05631e-08,1.1333
2.05728e-08,1.1419
2.05824e-08,1.1503
2.05921e-08,1.1579
2.06017e-08,1.1642
2.06114e-08,1.1692
2.06210e-08,1.1729
2.06307e-08,1.1754
2.06403e-08,1.1770
2.06499e-08,1.1782
2.06596e-08,1.1791
2.06692e-08,1.1800
2.06789e-08,1.1809
2.06885e-08,1.1818
2.06982e-08,1.1829
2.07078e-08,1.1840
2.07175e-08,1.1853
2.07271e-08,1.1868
2.07367e-08,1.1886
2.07464e-08,1.1906
2.07560e-08,1.1928
2.07657e-08,1.1948
2.07753e-08,1.1965
2.07850e-08,1.1979
2.07946e-08,1.1990
2.08043e-08,1.1998
2.08139e-08,1.2005
2.08236e-08,1.2010
2.08332e-08,1.2016
2.08428e-08,1.2021
2.08525e-08,1.2027
2.08621e-08,1.2030
2.08718e-08,1.2031
2.08814e-08,1.2028
2.08911e-08,1.2020
2.09007e-08,1.2010
2.09104e-08,1.1997
2.09200e-08,1.1982
2.09296e-08,1.1970
2.09393e-08,1.1960
2.09489e-08,1.1954
2.09586e-08,1.1955
2.09682e-08,1.1961
2.09779e-08,1.1975
2.09875e-08,1.1994
2.09972e-08,1.2018
2.10068e-08,1.2046
2.10165e-08,1.2074
2.10261e-08,1.2102
2.10357e-08,1.2125
2.10454e-08,1.2143
2.10550e-08,1.2155
2.10647e-08,1.2160
2.10743e-08,1.2159
2.10840e-08,1.2153
2.10936e-08,1.2145
2.11033e-08,1.2134
2.11129e-08,1.2123
2.11226e-08,1.2110
2.11322e-08,1.2097
2.11418e-08,1.2084
2.11515e-08,1.2069
2.11611e-08,1.2055
2.11708e-08,1.2042
2.11804e-08,1.2030
2.11901e-08,1.2020
2.11997e-08,1.2012
2.12094e-08,1.2006
2.12190e-08,1.2001
2.12286e-08,1.1997
2.12383e-08,1.1994
2.12479e-08,1.1992
2.12576e-08,1.1992
2.12672e-08,1.1995
2.12769e-08,1.2000
2.12865e-08,1.2007
2.12962e-08,1.2015
2.13058e-08,1.2022
2.13155e-08,1.2028
2.13251e-08,1.2030
2.13347e-08,1.2029
2.13444e-08,1.2025
2.13540e-08,1.2018
2.13637e-08,1.2009
2.13733e-08,1.1999
2.13830e-08,1.1990
2.13926e-08,1.1982
2.14023e-08,1.1976
2.14119e-08,1.1973
2.14215e-08,1.1972
2.14312e-08,1.1974
2.14408e-08,1.1979
2.14505e-08,1.1985
2.14601e-08,1.1993
2.14698e-08,1.2000
2.14794e-08,1.2007
2.14891e-08,1.2013
2.14987e-08,1.2018
2.15084e-08,1.2020
2.15180e-08,1.2021
2.15276e-08,1.2021
2.15373e-08,1.2020
2.15469e-08,1.2018
2.15566e-08,1.2017
2.15662e-08,1.2015
2.15759e-08,1.2013
2.15855e-08,1.2010
2.15952e-08,1.2007
2.16048e-08,1.2002
2.16144e-08,1.1998
2.16241e-08,1.1992
2.16337e-08,1.1988
2.16434e-08,1.1983
2.16530e-08,1.1980
2.16627e-08,1.1977
2.16723e-08,1.1974
2.16820e-08,1.1973
2.16916e-08,1.1973
2.17013e-08,1.1975
2.17109e-08,1.1978
2.17205e-08,1.1984
2.17302e-08,1.1991
2.17398e-08,1.1998
2.17495e-08,1.2006
2.17591e-08,1.2013
2.17688e-08,1.2018
2.17784e-08,1.2021
2.17881e-08,1.2021
2.17977e-08,1.2020
2.18073e-08,1.2018
2.18170e-08,1.2014
2.18266e-08,1.2011
2.18363e-08,1.2007
2.18459e-08,1.2004
2.18556e-08,1.2002
2.18652e-08,1.2000
2.18749e-08,1.2000
2.18845e-08,1.1999
2.18942e-08,1.2000
2.19038e-08,1.2001
2.19134e-08,1.2002
2.19231e-08,1.2003
2.19327e-08,1.2004
2.19424e-08,1.2005
2.19520e-08,1.2005
2.19617e-08,1.2006
2.19713e-08,1.2006
2.19810e-08,1.2007
2.19906e-08,1.2008
2.20002e-08,1.2009
2.20099e-08,1.2011
2.20195e-08,1.2012
2.20292e-08,1.2013
2.20388e-08,1.2013
2.20485e-08,1.2013
2.20581e-08,1.2012
2.20678e-08,1.2010
2.20774e-08,1.2007
2.20871e-08,1.2005
2.20967e-08,1.2002
2.21063e-08,1.1999
2.21160e-08,1.1997
2.21256e-08,1.1995
2.21353e-08,1.1994
2.21449e-08,1.1994
2.21546e-08,1.1994
2.21642e-08,1.1996
2.21739e-08,1.1999
2.21835e-08,1.2002
2.21931e-08,1.2006
2.22028e-08,1.2009
2.22124e-08,1.2011
2.22221e-08,1.2013
2.22317e-08,1.2013
2.22414e-08,1.2013
2.22510e-08,1.2012
2.22607e-08,1.2011
2.22703e-08,1.2010
2.22800e-08,1.2009
2.22896e-08,1.2008
2.22992e-08,1.2007
2.23089e-08,1.2006
2.23185e-08,1.2005
2.23282e-08,1.2005
2.23378e-08,1.2004
2.23475e-08,1.2003
2.23571e-08,1.2002
2.23668e-08,1.2002
2.23764e-08,1.2001
2.23860e-08,1.2000
2.23957e-08,1.2000
2.24053e-08,1.2000
2.24150e-08,1.2000
2.24246e-08,1.2000
2.24343e-08,1.2001
2.24439e-08,1.2002
2.24536e-08,1.2004
2.24632e-08,1.2005
2.24729e-08,1.2007
2.24825e-08,1.2008
2.24921e-08,1.2009
2.25018e-08,1.2009
2.25114e-08,1.2009
2.25211e-08,1.2008
2.25307e-08,1.2007
2.25404e-08,1.2005
2.25500e-08,1.2004
2.25597e-08,1.2003
2.25693e-08,1.2001
2.25789e-08,1.2000
2.25886e-08,1.2000
2.25982e-08,1.2000
2.26079e-08,1.2000
2.26175e-08,1.2001
2.26272e-08,1.2002
2.26368e-08,1.2003
2.26465e-08,1.2004
2.26561e-08,1.2005
2.26658e-08,1.2006
2.26754e-08,1.2006
2.26850e-08,1.2006
2.26947e-08,1.2006
2.27043e-08,1.2006
2.27140e-08,1.2006
2.27236e-08,1.2006
2.27333e-08,1.2006
2.27429e-08,1.2006
2.27526e-08,1.2006
2.27622e-08,1.2006
2.27718e-08,1.2006
2.27815e-08,1.2005
2.27911e-08,1.2005
2.28008e-08,1.2004
2.28104e-08,1.2004
2.28201e-08,1.2003
2.28297e-08,1.2002
2.28394e-08,1.2002
2.28490e-08,1.2001
2.28587e-08,1.2001
2.28683e-08,1.2001
2.28779e-08,1.2001
2.28876e-08,1.2002
2.28972e-08,1.2003
2.29069e-08,1.2004
2.29165e-08,1.2005
2.29262e-08,1.2006
2.29358e-08,1.2006
2.29455e-08,1.2007
2.29551e-08,1.2007
2.29647e-08,1.2007
2.29744e-08,1.2006
2.29840e-08,1.2006
2.29937e-08,1.2005
2.30033e-08,1.2005
2.30130e-08,1.2004
2.30226e-08,1.2004
2.30323e-08,1.2004
2.30419e-08,1.2003
2.30516e-08,1.2003
2.30612e-08,1.2003
2.30708e-08,1.2003
2.30805e-08,1.2004
2.30901e-08,1.2004
2.30998e-08,1.2004
2.31094e-08,1.2004
2.31191e-08,1.2004
2.31287e-08,1.2004
2.31384e-08,1.2004
2.31480e-08,1.2004
2.31576e-08,1.2004
2.31673e-08,1.2004
2.31769e-08,1.2005
2.31866e-08,1.2005
2.31962e-08,1.2006
2.32059e-08,1.2006
2.32155e-08,1.2006
2.32252e-08,1.2006
2.32348e-08,1.2006
2.32444e-08,1.2005
2.32541e-08,1.2005
2.32637e-08,1.2004
2.32734e-08,1.2004
2.32830e-08,1.2004
2.32927e-08,1.2003
2.33023e-08,1.2003
2.33120e-08,1.2003
2.33216e-08,1.2003
2.33313e-08,1.2003
2.33409e-08,1.2003
2.33505e-08,1.2004
2.33602e-08,1.2004
2.33698e-08,1.2005
2.33795e-08,1.2005
2.33891e-08,1.2005
2.33988e-08,1.2005
2.34084e-08,1.2005
2.34181e-08,1.2005
2.34277e-08,1.2005
2.34373e-08,1.2005
2.34470e-08,1.2005
2.34566e-08,1.2005
2.34663e-08,1.2005
2.34759e-08,1.2004
2.34856e-08,1.2002
2.34952e-08,1.1992
2.35049e-08,1.1958
2.35145e-08,1.1876
2.35242e-08,1.1717
2.35338e-08,1.1454
2.35434e-08,1.1071
2.35531e-08,1.0566
2.35627e-08,0.9952
2.35724e-08,0.9250
2.35820e-08,0.8485
2.35917e-08,0.7678
2.36013e-08,0.6847
2.36110e-08,0.6000
2.36206e-08,0.5145
2.36302e-08,0.4287
2.36399e-08,0.3437
2.36495e-08,0.2604
2.36592e-08,0.1799
2.36688e-08,0.1038
2.36785e-08,0.0333
2.36881e-08,-0.0302
2.36978e-08,-0.0858
2.37074e-08,-0.1332
2.37171e-08,-0.1727
2.37267e-08,-0.2047
2.37363e-08,-0.2296
2.37460e-08,-0.2479
2.37556e-08,-0.2600
2.37653e-08,-0.2669
2.37749e-08,-0.2694
2.37846e-08,-0.2687
2.37942e-08,-0.2659
2.38039e-08,-0.2622
2.38135e-08,-0.2585
2.38231e-08,-0.2555
2.38328e-08,-0.2537
2.38424e-08,-0.2533
2.38521e-08,-0.2545
2.38617e-08,-0.2567
2.38714e-08,-0.2595
2.38810e-08,-0.2623
2.38907e-08,-0.2646
2.39003e-08,-0.2658
2.39100e-08,-0.2658
2.39196e-08,-0.2641
2.39292e-08,-0.2609
2.39389e-08,-0.2562
2.39485e-08,-0.2505
2.39582e-08,-0.2444
2.39678e-08,-0.2388
2.39775e-08,-0.2346
2.39871e-08,-0.2325
2.39968e-08,-0.2328
2.40064e-08,-0.2350
2.40160e-08,-0.2386
2.40257e-08,-0.2425
2.40353e-08,-0.2462
2.40450e-08,-0.2494
2.40546e-08,-0.2522
2.40643e-08,-0.2549
2.40739e-08,-0.2578
2.40836e-08,-0.2611
2.40932e-08,-0.2644
2.41029e-08,-0.2673
2.41125e-08,-0.2693
2.41221e-08,-0.2697
2.41318e-08,-0.2681
2.41414e-08,-0.2642
2.41511e-08,-0.2580
2.41607e-08,-0.2496
2.41704e-08,-0.2393
2.41800e-08,-0.2273
2.41897e-08,-0.2137
2.41993e-08,-0.1986
2.42089e-08,-0.1819
2.42186e-08,-0.1636
2.42282e-08,-0.1439
2.42379e-08,-0.1232
2.42475e-08,-0.1022
2.42572e-08,-0.0817
2.42668e-08,-0.0624
2.42765e-08,-0.0446
2.42861e-08,-0.0290
2.42958e-08,-0.0155
2.43054e-08,-0.0041
2.43150e-08,0.0052
2.43247e-08,0.0128
2.43343e-08,0.0189
2.43440e-08,0.0240
2.43536e-08,0.0283
2.43633e-08,0.0320
2.43729e-08,0.0354
2.43826e-08,0.0385
2.43922e-08,0.0416
2.44018e-08,0.0445
2.44115e-08,0.0473
2.44211e-08,0.0497
2.44308e-08,0.0517
2.44404e-08,0.0532
2.44501e-08,0.0542
2.44597e-08,0.0550
2.44694e-08,0.0559
2.44790e-08,0.0572
2.44887e-08,0.0588
2.44983e-08,0.0607
2.45079e-08,0.0625
2.45176e-08,0.0639
2.45272e-08,0.0645
2.45369e-08,0.0641
2.45465e-08,0.0629
2.45562e-08,0.0611
2.45658e-08,0.0588
2.45755e-08,0.0565
2.45851e-08,0.0542
2.45947e-08,0.0522
2.46044e-08,0.0505
2.46140e-08,0.0491
2.46237e-08,0.0481
2.46333e-08,0.0476
2.46430e-08,0.0478
2.46526e-08,0.0488
2.46623e-08,0.0508
2.46719e-08,0.0537
2.46816e-08,0.0575
2.46912e-08,0.0617
2.47008e-08,0.0661
2.47105e-08,0.0701
2.47201e-08,0.0736
2.47298e-08,0.0762
2.47394e-08,0.0779
2.47491e-08,0.0786
2.47587e-08,0.0785
2.47684e-08,0.0775
2.47780e-08,0.0757
2.47876e-08,0.0732
2.47973e-08,0.0701
2.48069e-08,0.0664
2.48166e-08,0.0622
2.48262e-08,0.0576
2.48359e-08,0.0527
2.48455e-08,0.0475
2.48552e-08,0.0421
2.48648e-08,0.0367
2.48745e-08,0.0314
2.48841e-08,0.0261
2.48937e-08,0.0211
2.49034e-08,0.0165
2.49130e-08,0.0124
2.49227e-08,0.0089
2.49323e-08,0.0063
2.49420e-08,0.0044
2.49516e-08,0.0031
2.49613e-08,0.0022
2.49709e-08,0.0014
2.49805e-08,0.0006
2.49902e-08,-0.0004
2.49998e-08,-0.0016
2.50095e-08,-0.0030
2.50191e-08,-0.0044
2.50288e-08,-0.0059
2.50384e-08,-0.0075
2.50481e-08,-0.0090
2.50577e-08,-0.0107
2.50674e-08,-0.0124
2.50770e-08,-0.0141
2.50866e-08,-0.0156
2.50963e-08,-0.0169
2.51059e-08,-0.0177
2.51156e-08,-0.0181
2.51252e-08,-0.0179
2.51349e-08,-0.0174
2.51445e-08,-0.0165
2.51542e-08,-0.0155
2.51638e-08,-0.0145
2.51735e-08,-0.0136
2.51831e-08,-0.0128
2.51927e-08,-0.0122
2.52024e-08,-0.0116
2.52120e-08,-0.0111
2.52217e-08,-0.0106
2.52313e-08,-0.0103
2.52410e-08,-0.0101
2.52506e-08,-0.0102
2.52603e-08,-0.0105
2.52699e-08,-0.0111
2.52795e-08,-0.0119
2.52892e-08,-0.0130
2.52988e-08,-0.0143
2.53085e-08,-0.0158
2.53181e-08,-0.0173
2.53278e-08,-0.0188
2.53374e-08,-0.0203
2.53471e-08,-0.0216
2.53567e-08,-0.0226
2.53664e-08,-0.0232
2.53760e-08,-0.0234
2.53856e-08,-0.0232
2.53953e-08,-0.0225
2.54049e-08,-0.0214
2.54146e-08,-0.0200
2.54242e-08,-0.0185
2.54339e-08,-0.0170
2.54435e-08,-0.0154
2.54532e-08,-0.0139
2.54628e-08,-0.0124
2.54724e-08,-0.0109
2.54821e-08,-0.0095
2.54917e-08,-0.0082
2.55014e-08,-0.0071
2.55110e-08,-0.0062
2.55207e-08,-0.0055
2.55303e-08,-0.0049
2.55400e-08,-0.0045
2.55496e-08,-0.0040
2.55593e-08,-0.0035
2.55689e-08,-0.0030
2.55785e-08,-0.0024
2.55882e-08,-0.0017
2.55978e-08,-0.0011
2.56075e-08,-0.0005
2.56171e-08,-0.0000
2.56268e-08,0.0005
2.56364e-08,0.0010
2.56461e-08,0.0015
2.56557e-08,0.0021
2.56653e-08,0.0028
2.56750e-08,0.0036
2.56846e-08,0.0044
2.56943e-08,0.0051
2.57039e-08,0.0058
2.57136e-08,0.0063
2.57232e-08,0.0066
2.57329e-08,0.0068
2.57425e-08,0.0067
2.57522e-08,0.0066
2.57618e-08,0.0062
2.57714e-08,0.0058
2.57811e-08,0.0053
2.57907e-08,0.0047
2.58004e-08,0.0041
2.58100e-08,0.0036
2.58197e-08,0.0032
2.58293e-08,0.0029
2.58390e-08,0.0028
2.58486e-08,0.0029
2.58582e-08,0.0031
2.58679e-08,0.0034
2.58775e-08,0.0039
2.58872e-08,0.0043
2.58968e-08,0.0048
2.59065e-08,0.0053
2.59161e-08,0.0058
2.59258e-08,0.0063
2.59354e-08,0.0069
2.59451e-08,0.0073
2.59547e-08,0.0077
2.59643e-08,0.0079
2.59740e-08,0.0081
2.59836e-08,0.0081
2.59933e-08,0.0081
2.60029e-08,0.0079
2.60126e-08,0.0078
2.60222e-08,0.0076
2.60319e-08,0.0073
2.60415e-08,0.0069
2.60511e-08,0.0065
2.60608e-08,0.0060
2.60704e-08,0.0055
2.60801e-08,0.0050
2.60897e-08,0.0045
2.60994e-08,0.0041
2.61090e-08,0.0038
2.61187e-08,0.0036
2.61283e-08,0.0036
2.61380e-08,0.0035
2.61476e-08,0.0035
2.61572e-08,0.0035
2.61669e-08,0.0035
2.61765e-08,0.0035
2.61862e-08,0.0034
2.61958e-08,0.0033
2.62055e-08,0.0031
2.62151e-08,0.0028
2.62248e-08,0.0025
2.62344e-08,0.0022
2.62440e-08,0.0018
2.62537e-08,0.0015
2.62633e-08,0.0011
2.62730e-08,0.0007
2.62826e-08,0.0004
2.62923e-08,0.0002
2.63019e-08,-0.0000
2.63116e-08,-0.0002
2.63212e-08,-0.0003
2.63309e-08,-0.0003
2.63405e-08,-0.0004
2.63501e-08,-0.0004
2.63598e-08,-0.0003
2.63694e-08,-0.0002
2.63791e-08,-0.0001
2.63887e-08,0.0000
2.63984e-08,0.0002
2.64080e-08,0.0004
2.64177e-08,0.0006
2.64273e-08,0.0007
2.64369e-08,0.0008
2.64466e-08,0.0008
2.64562e-08,0.0009
2.64659e-08,0.0009
2.64755e-08,0.0009
2.64852e-08,0.0008
2.64948e-08,0.0006
2.65045e-08,0.0004
2.65141e-08,0.0001
2.65238e-08,-0.0001
2.65334e-08,-0.0004
2.65430e-08,-0.0007
2.65527e-08,-0.0009
2.65623e-08,-0.0010
2.65720e-08,-0.0010
2.65816e-08,-0.0011
2.65913e-08,-0.0010
2.66009e-08,-0.0010
2.66106e-08,-0.0009
2.66202e-08,-0.0008
2.66298e-08,-0.0007
2.66395e-08,-0.0006
2.66491e-08,-0.0004
2.66588e-08,-0.0003
2.66684e-08,-0.0002
2.66781e-08,-0.0001
2.66877e-08,-0.0001
2.66974e-08,0.0000
2.67070e-08,0.0000
2.67167e-08,0.0001
2.67263e-08,0.0001
2.67359e-08,0.0001
2.67456e-08,0.0001
2.67552e-08,0.0001
2.67649e-08,0.0001
2.67745e-08,0.0001
2.67842e-08,0.0001
2.67938e-08,0.0001
2.68035e-08,0.0002
2.68131e-08,0.0002
2.68227e-08,0.0002
2.68324e-08,0.0003
2.68420e-08,0.0004
2.68517e-08,0.0006
2.68613e-08,0.0007
2.68710e-08,0.0009
2.68806e-08,0.0010
2.68903e-08,0.0012
2.68999e-08,0.0013
2.69096e-08,0.0014
2.69192e-08,0.0015
2.69288e-08,0.0016
2.69385e-08,0.0016
2.69481e-08,0.0016
2.69578e-08,0.0016
2.69674e-08,0.0015
2.69771e-08,0.0014
2.69867e-08,0.0013
2.69964e-08,0.0012
2.70060e-08,0.0012
2.70156e-08,0.0011
2.70253e-08,0.0011
2.70349e-08,0.0011
2.70446e-08,0.0011
2.70542e-08,0.0011
2.70639e-08,0.0011
2.70735e-08,0.0011
2.70832e-08,0.0011
2.70928e-08,0.0012
2.71025e-08,0.0012
2.71121e-08,0.0013
2.71217e-08,0.0014
2.71314e-08,0.0015
2.71410e-08,0.0015
2.71507e-08,0.0016
2.71603e-08,0.0016
2.71700e-08,0.0017
2.71796e-08,0.0017
2.71893e-08,0.0017
2.71989e-08,0.0018
2.72085e-08,0.0018
2.72182e-08,0.0017
2.72278e-08,0.0016
2.72375e-08,0.0014
2.72471e-08,0.0014
2.72568e-08,0.0027
2.72664e-08,0.0064
2.72761e-08,0.0134
2.72857e-08,0.0243
2.72953e-08,0.0400
2.73050e-08,0.0613
2.73146e-08,0.0890
2.73243e-08,0.1236
2.73339e-08,0.1651
2.73436e-08,0.2128
2.73532e-08,0.2654
2.73629e-08,0.3217
2.73725e-08,0.3803
2.73822e-08,0.4406
2.73918e-08,0.5016
2.74014e-08,0.5626
2.74111e-08,0.6229
2.74207e-08,0.6817
2.74304e-08,0.7384
2.74400e-08,0.7922
2.74497e-08,0.8426
2.74593e-08,0.8892
2.74690e-08,0.9316
2.74786e-08,0.9695
2.74882e-08,1.0032
2.74979e-08,1.0327
2.75075e-08,1.0582
2.75172e-08,1.0799
2.75268e-08,1.0982
2.75365e-08,1.1134
2.75461e-08,1.1261
2.75558e-08,1.1366
2.75654e-08,1.1455
2.75751e-08,1.1532
2.75847e-08,1.1603
2.75943e-08,1.1671
2.76040e-08,1.1737
2.76136e-08,1.1804
2.76233e-08,1.1871
2.76329e-08,1.1937
2.76426e-08,1.2000
2.76522e-08,1.2058
2.76619e-08,1.2109
2.76715e-08,1.2148
2.76811e-08,1.2174
2.76908e-08,1.2186
2.77004e-08,1.2186
2.77101e-08,1.2177
2.77197e-08,1.2161
2.77294e-08,1.2144
2.77390e-08,1.2128
2.77487e-08,1.2116
2.77583e-08,1.2109
2.77680e-08,1.2108
2.77776e-08,1.2115
2.77872e-08,1.2128
2.77969e-08,1.2146
2.78065e-08,1.2164
2.78162e-08,1.2180
2.78258e-08,1.2191
2.78355e-08,1.2197
2.78451e-08,1.2199
2.78548e-08,1.2197
2.78644e-08,1.2194
2.78740e-08,1.2186
2.78837e-08,1.2174
2.78933e-08,1.2157
2.79030e-08,1.2133
2.79126e-08,1.2104
2.79223e-08,1.2067
2.79319e-08,1.2025
2.79416e-08,1.1979
2.79512e-08,1.1928
2.79609e-08,1.1875
2.79705e-08,1.1820
2.79801e-08,1.1765
2.79898e-08,1.1711
2.79994e-08,1.1659
2.80091e-08,1.1612
2.80187e-08,1.1573
2.80284e-08,1.1544
2.80380e-08,1.1526
2.80477e-08,1.1520
2.80573e-08,1.1525
2.80669e-08,1.1541
2.80766e-08,1.1566
2.80862e-08,1.1596
2.80959e-08,1.1630
2.81055e-08,1.1666
2.81152e-08,1.1700
2.81248e-08,1.1730
2.81345e-08,1.1757
2.81441e-08,1.1778
2.81538e-08,1.1795
2.81634e-08,1.1808
2.81730e-08,1.1820
2.81827e-08,1.1830
2.81923e-08,1.1839
2.82020e-08,1.1849
2.82116e-08,1.1858
2.82213e-08,1.1868
2.82309e-08,1.1877
2.82406e-08,1.1886
2.82502e-08,1.1895
2.82598e-08,1.1902
2.82695e-08,1.1909
2.82791e-08,1.1914
2.82888e-08,1.1919
2.82984e-08,1.1925
2.83081e-08,1.1933
2.83177e-08,1.1942
2.83274e-08,1.1953
2.83370e-08,1.1965
2.83467e-08,1.1976
2.83563e-08,1.1986
2.83659e-08,1.1995
2.83756e-08,1.2001
2.83852e-08,1.2005
2.83949e-08,1.2006
2.84045e-08,1.2005
2.84142e-08,1.2001
2.84238e-08,1.1995
2.84335e-08,1.1987
2.84431e-08,1.1978
2.84527e-08,1.1968
2.84624e-08,1.1959
2.84720e-08,1.1953
2.84817e-08,1.1949
2.84913e-08,1.1945
2.85010e-08,1.1929
2.85106e-08,1.1880
2.85203e-08,1.1768
2.85299e-08,1.1564
2.85396e-08,1.1244
2.85492e-08,1.0800
2.85588e-08,1.0242
2.85685e-08,0.9587
2.85781e-08,0.8859
2.85878e-08,0.8081
2.85974e-08,0.7272
2.86071e-08,0.6443
2.86167e-08,0.5600
2.86264e-08,0.4751
2.86360e-08,0.3903
2.86456e-08,0.3068
2.86553e-08,0.2255
2.86649e-08,0.1477
2.86746e-08,0.0749
2.86842e-08,0.0083
2.86939e-08,-0.0509
2.87035e-08,-0.1022
2.87132e-08,-0.1457
2.87228e-08,-0.1818
2.87325e-08,-0.2109
2.87421e-08,-0.2332
2.87517e-08,-0.2490
2.87614e-08,-0.2589
2.87710e-08,-0.2639
2.87807e-08,-0.2649
2.87903e-08,-0.2632
2.88000e-08,-0.2600
2.88096e-08,-0.2565
2.88193e-08,-0.2533
2.88289e-08,-0.2512
2.88385e-08,-0.2504
2.88482e-08,-0.2512
2.88578e-08,-0.2534
2.88675e-08,-0.2563
2.88771e-08,-0.2596
2.88868e-08,-0.2625
2.88964e-08,-0.2647
2.89061e-08,-0.2657
2.89157e-08,-0.2651
2.89254e-08,-0.2628
2.89350e-08,-0.2588
2.89446e-08,-0.2535
2.89543e-08,-0.2474
2.89639e-08,-0.2413
2.89736e-08,-0.2363
2.89832e-08,-0.2332
2.89929e-08,-0.2324
2.90025e-08,-0.2339
2.90122e-08,-0.2370
2.90218e-08,-0.2407
2.90314e-08,-0.2444
2.90411e-08,-0.2475
2.90507e-08,-0.2502
2.90604e-08,-0.2527
2.90700e-08,-0.2554
2.90797e-08,-0.2584
2.90893e-08,-0.2617
2.90990e-08,-0.2648
2.91086e-08,-0.2673
2.91183e-08,-0.2684
2.91279e-08,-0.2678
2.91375e-08,-0.2652
2.91472e-08,-0.2602
2.91568e-08,-0.2531
2.91665e-08,-0.2441
2.91761e-08,-0.2333
2.91858e-08,-0.2209
2.91954e-08,-0.2068
2.92051e-08,-0.1911
2.92147e-08,-0.1737
2.92243e-08,-0.1547
2.92340e-08,-0.1344
2.92436e-08,-0.1135
2.92533e-08,-0.0927
2.92629e-08,-0.0727
2.92726e-08,-0.0541
2.92822e-08,-0.0375
2.92919e-08,-0.0229
2.93015e-08,-0.0105
2.93112e-08,-0.0002
2.93208e-08,0.0082
2.93304e-08,0.0151
2.93401e-08,0.0207
2.93497e-08,0.0254
2.93594e-08,0.0294
2.93690e-08,0.0330
2.93787e-08,0.0363
2.93883e-08,0.0395
2.93980e-08,0.0426
2.94076e-08,0.0456
2.94173e-08,0.0483
2.94269e-08,0.0505
2.94365e-08,0.0522
2.94462e-08,0.0534
2.94558e-08,0.0542
2.94655e-08,0.0550
2.94751e-08,0.0560
2.94848e-08,0.0575
2.94944e-08,0.0594
2.95041e-08,0.0615
2.95137e-08,0.0632
2.95233e-08,0.0643
2.95330e-08,0.0645
2.95426e-08,0.0638
2.95523e-08,0.0624
2.95619e-08,0.0604
2.95716e-08,0.0582
2.95812e-08,0.0560
2.95909e-08,0.0539
2.96005e-08,0.0520
2.96102e-08,0.0503
2.96198e-08,0.0490
2.96294e-08,0.0482
2.96391e-08,0.0479
2.96487e-08,0.0484
2.96584e-08,0.0499
2.96680e-08,0.0523
2.96777e-08,0.0557
2.96873e-08,0.0598
2.96970e-08,0.0641
2.97066e-08,0.0683
2.97162e-08,0.0721
2.97259e-08,0.0751
2.97355e-08,0.0772
2.97452e-08,0.0784
2.97548e-08,0.0787
2.97645e-08,0.0781
2.97741e-08,0.0767
2.97838e-08,0.0746
2.97934e-08,0.0719
2.98031e-08,0.0685
2.98127e-08,0.0647
2.98223e-08,0.0603
2.98320e-08,0.0556
2.98416e-08,0.0506
2.98513e-08,0.0454
2.98609e-08,0.0401
2.98706e-08,0.0347
2.98802e-08,0.0294
2.98899e-08,0.0242
2.98995e-08,0.0193
2.99091e-08,0.0148
2.99188e-08,0.0110
2.99284e-08,0.0080
2.99381e-08,0.0057
2.99477e-08,0.0042
2.99574e-08,0.0031
2.99670e-08,0.0023
2.99767e-08,0.0015
2.99863e-08,0.0006
2.99959e-08,-0.0005
3.00056e-08,-0.0018
3.00152e-08,-0.0032
3.00249e-08,-0.0046
3.00345e-08,-0.0061
3.00442e-08,-0.0076
3.00538e-08,-0.0093
3.00635e-08,-0.0110
3.00731e-08,-0.0128
3.00828e-08,-0.0145
3.00924e-08,-0.0159
3.01020e-08,-0.0170
3.01117e-08,-0.0176
3.01213e-08,-0.0177
3.01310e-08,-0.0173
3.01406e-08,-0.0166
3.01503e-08,-0.0156
3.01599e-08,-0.0147
3.01696e-08,-0.0138
3.01792e-08,-0.0130
3.01889e-08,-0.0123
3.01985e-08,-0.0117
3.02081e-08,-0.0112
3.02178e-08,-0.0107
3.02274e-08,-0.0103
3.02371e-08,-0.0100
3.02467e-08,-0.0100
3.02564e-08,-0.0101
3.02660e-08,-0.0105
3.02757e-08,-0.0112
3.02853e-08,-0.0121
3.02949e-08,-0.0133
3.03046e-08,-0.0146
3.03142e-08,-0.0161
3.03239e-08,-0.0177
3.03335e-08,-0.0192
3.03432e-08,-0.0206
3.03528e-08,-0.0218
3.03625e-08,-0.0226
3.03721e-08,-0.0231
3.03817e-08,-0.0231
3.03914e-08,-0.0226
3.04010e-08,-0.0217
3.04107e-08,-0.0205
3.04203e-08,-0.0190
3.04300e-08,-0.0175
3.04396e-08,-0.0160
3.04493e-08,-0.0144
